exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at
EXC0000679,Position Reconciliation Break,Positions,Custodian,Americas,Derivative,0,1,33366.47,-3.88,0,0,11,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Open,2026-05-02
EXC0000680,Invalid Currency,Reference Data,Custodian,APAC,Government Bond,0,17,1645.44,-1.03,0,1,1,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-26
EXC0000681,Stale Price,Pricing,Aladdin,APAC,Corporate Bond,1,2,3097.18,-1.96,0,0,24,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-03-23
EXC0000682,Missing Reference Data,Reference Data,SimCorp,EMEA,Derivative,1,6,1371.86,2.04,0,0,3,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-29
EXC0000683,Trade Match Break,Trades,Aladdin,Americas,Government Bond,1,19,85571.65,-0.89,0,0,12,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-05
EXC0000684,Unknown / Needs SME Review,Reference Data,Aladdin,Americas,Corporate Bond,1,14,951.73,0.84,0,0,9,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Open,2026-03-30
EXC0000685,Unknown / Needs SME Review,Reference Data,Murex,EMEA,Derivative,1,14,3141.89,-1.94,0,0,18,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-03-26
EXC0000686,Duplicate Record,Trades,Bloomberg,Americas,Derivative,0,4,28288.49,2.58,1,0,13,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-03-22
EXC0000687,Position Reconciliation Break,Positions,IBOR,APAC,Corporate Bond,1,7,21590.58,-2.7,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-05-08
EXC0000688,Duplicate Record,Trades,Custodian,Americas,Derivative,0,2,40959.79,7.76,1,0,5,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Suppressed,2026-03-23
EXC0000689,Trade Match Break,Trades,SimCorp,APAC,Government Bond,0,12,63565.02,5.26,0,0,4,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-11
EXC0000690,Price Outlier,Pricing,ABOR,EMEA,Corporate Bond,1,10,2110.23,1.69,0,0,9,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-05
EXC0000691,Missing Reference Data,Reference Data,Custodian,Americas,Derivative,2,3,732.68,3.02,0,0,1,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Escalated,2026-03-28
EXC0000692,Missing Reference Data,Reference Data,ABOR,Americas,Equity,4,6,1829.48,5.39,0,0,8,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-26
EXC0000693,Unknown / Needs SME Review,Reference Data,ABOR,APAC,Corporate Bond,0,1,181.94,3.73,0,0,6,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-23
EXC0000694,Missing Client Mapping,Client Data,ABOR,EMEA,Corporate Bond,4,1,1759.97,-1.01,0,0,2,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-22
EXC0000695,Invalid Currency,Reference Data,Custodian,APAC,Derivative,0,1,897.73,0.57,0,1,17,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-10
EXC0000696,Delayed Source Load,Source Control,SimCorp,Americas,Derivative,0,7,655.77,2.56,0,0,34,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Escalated,2026-04-21
EXC0000697,Duplicate Record,Trades,Refinitiv,Americas,Equity,1,5,83453.39,4.38,1,0,0,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-03-24
EXC0000698,Invalid Currency,Reference Data,IBOR,Americas,Equity,0,4,1644.28,1.48,0,1,14,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-21
EXC0000699,Missing Client Mapping,Client Data,ABOR,EMEA,Derivative,1,3,1487.29,2.89,0,0,12,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-05-11
EXC0000700,Stale Price,Pricing,Custodian,EMEA,Government Bond,0,20,1012.88,0.67,0,0,72,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-03-28
EXC0000701,Stale Price,Pricing,Aladdin,APAC,Corporate Bond,0,8,3698.4,0.47,0,0,28,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Escalated,2026-05-17
EXC0000702,Position Reconciliation Break,Positions,Murex,APAC,Equity,0,11,44329.15,-2.18,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-04
EXC0000703,Missing Reference Data,Reference Data,IBOR,Americas,Government Bond,2,19,5944.32,2.61,0,0,6,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-22
EXC0000704,Duplicate Record,Trades,Custodian,EMEA,Equity,1,21,12996.86,0.27,1,0,3,High,Duplicate Record pattern detected from source controls,Trade Support,24,Suppressed,2026-04-08
EXC0000705,Delayed Source Load,Source Control,Refinitiv,EMEA,Government Bond,0,8,5654.69,-1.71,0,0,80,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-04-30
EXC0000706,Delayed Source Load,Source Control,Refinitiv,Americas,Equity,1,16,3922.21,0.02,0,0,92,High,Delayed Source Load pattern detected from source controls,Source Systems,24,Resolved,2026-05-06
EXC0000707,Trade Match Break,Trades,IBOR,EMEA,Corporate Bond,0,8,16916.56,2.21,0,0,16,High,Trade Match Break pattern detected from source controls,Trade Support,24,Suppressed,2026-03-25
EXC0000708,Stale Price,Pricing,IBOR,APAC,Equity,1,5,1885.52,3.17,0,0,88,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-05-08
EXC0000709,Unknown / Needs SME Review,Reference Data,Bloomberg,EMEA,Equity,1,2,1536.94,1.04,0,0,16,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-19
EXC0000710,Performance Return Outlier,Positions,Refinitiv,Americas,ETF,1,7,105114.56,29.3,0,0,16,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-25
EXC0000711,Trade Match Break,Trades,SimCorp,EMEA,ETF,0,21,173220.79,5.23,0,0,0,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-30
EXC0000712,Performance Return Outlier,Positions,Bloomberg,Americas,Government Bond,0,3,14381.15,10.42,0,0,5,Medium,Performance Return Outlier pattern detected from source controls,Reconciliation,48,Escalated,2026-04-14
EXC0000713,Delayed Source Load,Source Control,Murex,Americas,Derivative,1,3,6811.88,3.93,0,0,89,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Open,2026-04-29
EXC0000714,Trade Match Break,Trades,Bloomberg,Americas,Derivative,0,5,35171.38,-0.17,0,0,3,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-28
EXC0000715,Trade Match Break,Trades,ABOR,EMEA,Equity,0,7,35946.98,-1.75,0,0,8,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-07
EXC0000716,Performance Return Outlier,Positions,Refinitiv,APAC,Corporate Bond,1,8,9943.81,18.03,0,0,14,Medium,Performance Return Outlier pattern detected from source controls,Reconciliation,48,Resolved,2026-04-03
EXC0000717,Missing Client Mapping,Client Data,Murex,APAC,ETF,2,20,4259.84,-0.66,0,0,0,High,Missing Client Mapping pattern detected from source controls,Client Data Ops,24,Escalated,2026-05-19
EXC0000718,Duplicate Record,Trades,Custodian,Americas,Government Bond,1,20,61871.23,0.41,1,0,12,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-05-09
EXC0000719,Unknown / Needs SME Review,Reference Data,ABOR,EMEA,Corporate Bond,0,10,2609.11,6.46,0,0,6,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-30
EXC0000720,Delayed Source Load,Source Control,Refinitiv,APAC,Government Bond,1,19,2183.75,0.19,0,0,49,High,Delayed Source Load pattern detected from source controls,Source Systems,24,Resolved,2026-03-27
EXC0000721,Missing Reference Data,Reference Data,Aladdin,EMEA,Government Bond,1,7,312.84,0.56,0,0,3,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-03-24
EXC0000722,Position Reconciliation Break,Positions,Bloomberg,Americas,Government Bond,0,8,1203.18,1.88,0,0,14,Low,Position Reconciliation Break pattern detected from source controls,Reconciliation,72,Escalated,2026-04-28
EXC0000723,Performance Return Outlier,Positions,IBOR,APAC,Government Bond,0,15,50426.67,15.91,0,0,15,Critical,Performance Return Outlier pattern detected from source controls,Reconciliation,8,Resolved,2026-04-20
EXC0000724,Missing Reference Data,Reference Data,SimCorp,Americas,Equity,4,19,2325.75,1.86,0,0,8,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-05-11
EXC0000725,Missing Reference Data,Reference Data,Refinitiv,Americas,ETF,3,0,822.67,3.14,0,0,8,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Escalated,2026-05-13
EXC0000726,Delayed Source Load,Source Control,Aladdin,Americas,Equity,1,12,802.62,5.21,0,0,74,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-14
EXC0000727,Missing Client Mapping,Client Data,Bloomberg,Americas,Government Bond,2,7,1408.33,4.78,0,0,15,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-05-16
EXC0000728,Stale Price,Pricing,Aladdin,APAC,Government Bond,1,8,5224.03,2.41,0,0,21,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-05-10
EXC0000729,Stale Price,Pricing,SimCorp,EMEA,Equity,0,12,323.02,0.94,0,0,76,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-05-04
EXC0000730,Delayed Source Load,Source Control,Refinitiv,APAC,Corporate Bond,0,11,216.75,1.09,0,0,70,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-05-17
EXC0000731,Stale Price,Pricing,SimCorp,Americas,Corporate Bond,0,21,7246.52,2.52,0,0,54,High,Stale Price pattern detected from source controls,Pricing Control,24,Escalated,2026-05-11
EXC0000732,Stale Price,Pricing,Aladdin,Americas,Corporate Bond,0,9,531.49,1.38,0,0,47,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-05-19
EXC0000733,Performance Return Outlier,Positions,SimCorp,Americas,Corporate Bond,1,21,28579.01,2.09,0,0,11,Critical,Performance Return Outlier pattern detected from source controls,Reconciliation,8,Resolved,2026-04-19
EXC0000734,Missing Client Mapping,Client Data,IBOR,Americas,Corporate Bond,2,14,544.24,-0.84,0,0,9,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Open,2026-04-14
EXC0000735,Trade Match Break,Trades,Aladdin,APAC,Government Bond,0,13,18426.17,3.18,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-25
EXC0000736,Duplicate Record,Trades,Aladdin,Americas,Equity,1,11,23423.79,2.24,1,0,9,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-27
EXC0000737,Trade Match Break,Trades,IBOR,APAC,Equity,0,7,3888.29,-0.39,0,0,3,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-05-08
EXC0000738,Price Outlier,Pricing,Refinitiv,APAC,Government Bond,1,12,3218.08,10.51,0,0,7,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-03-29
EXC0000739,Unknown / Needs SME Review,Reference Data,Murex,Americas,Corporate Bond,1,12,647.75,2.02,0,0,1,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-31
EXC0000740,Position Reconciliation Break,Positions,Refinitiv,Americas,Government Bond,1,2,22233.22,-2.06,0,0,5,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-04-24
EXC0000741,Duplicate Record,Trades,Refinitiv,EMEA,Equity,1,20,12584.77,3.86,1,0,9,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-13
EXC0000742,Trade Match Break,Trades,Aladdin,EMEA,Corporate Bond,0,19,64195.07,-0.18,0,0,1,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Open,2026-03-23
EXC0000743,Position Reconciliation Break,Positions,Aladdin,APAC,Corporate Bond,0,14,21091.6,0.48,0,0,9,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-04-12
EXC0000744,Price Outlier,Pricing,ABOR,EMEA,Equity,1,14,4664.92,25.98,0,0,4,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-04-19
EXC0000745,Trade Match Break,Trades,SimCorp,APAC,Government Bond,0,3,48086.31,3.66,0,0,18,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-08
EXC0000746,Duplicate Record,Trades,Aladdin,APAC,Equity,1,13,17201.63,1.36,1,0,2,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-01
EXC0000747,Delayed Source Load,Source Control,IBOR,Americas,Derivative,1,21,2994.77,3.05,0,0,43,High,Delayed Source Load pattern detected from source controls,Source Systems,24,Resolved,2026-03-29
EXC0000748,Missing Client Mapping,Client Data,Murex,EMEA,Equity,2,2,703.28,-2.43,0,0,3,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Open,2026-05-09
EXC0000749,Missing Reference Data,Reference Data,Bloomberg,APAC,Equity,4,19,5107.6,-1.26,0,0,8,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Open,2026-04-09
EXC0000750,Position Reconciliation Break,Positions,Refinitiv,APAC,Government Bond,0,7,34514.01,1.58,0,0,9,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-03-27
EXC0000751,Trade Match Break,Trades,IBOR,APAC,Equity,1,4,16786.64,-0.31,0,0,9,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-05-12
EXC0000752,Duplicate Record,Trades,Aladdin,Americas,ETF,1,19,97408.94,0.99,1,0,9,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-03-22
EXC0000753,Delayed Source Load,Source Control,SimCorp,Americas,Corporate Bond,0,14,201.93,3.36,0,0,76,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-27
EXC0000754,Missing Client Mapping,Client Data,ABOR,EMEA,Equity,3,17,1291.46,-0.51,0,0,5,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-03-27
EXC0000755,Trade Match Break,Trades,ABOR,Americas,ETF,0,19,10499.6,-0.34,0,0,17,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-18
EXC0000756,Missing Client Mapping,Client Data,SimCorp,APAC,Equity,1,0,790.27,1.77,0,0,12,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Escalated,2026-04-21
EXC0000757,Missing Reference Data,Reference Data,IBOR,APAC,ETF,3,4,1093.82,-3.82,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-08
EXC0000758,Stale Price,Pricing,Murex,EMEA,ETF,1,5,1196.11,4.02,0,0,80,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-02
EXC0000759,Price Outlier,Pricing,SimCorp,Americas,Corporate Bond,0,20,2776.24,9.87,0,0,15,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-03-24
EXC0000760,Trade Match Break,Trades,SimCorp,EMEA,ETF,0,11,65381.84,1.73,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-24
EXC0000761,Position Reconciliation Break,Positions,Murex,Americas,Equity,0,3,333691.65,0.15,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-04
EXC0000762,Trade Match Break,Trades,Murex,EMEA,Derivative,0,15,53697.9,3.22,0,0,8,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-10
EXC0000763,Duplicate Record,Trades,Custodian,APAC,Derivative,1,7,36300.62,1.1,1,0,17,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-03
EXC0000764,Stale Price,Pricing,Refinitiv,APAC,Equity,1,12,6986.24,4.57,0,0,73,High,Stale Price pattern detected from source controls,Pricing Control,24,Resolved,2026-03-23
EXC0000765,Position Reconciliation Break,Positions,SimCorp,APAC,Government Bond,1,20,32984.95,-2.78,0,0,19,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-03-23
EXC0000766,Price Outlier,Pricing,Aladdin,Americas,Government Bond,1,5,3172.81,6.32,0,0,15,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Open,2026-04-12
EXC0000767,Trade Match Break,Trades,Custodian,EMEA,ETF,0,20,15032.43,1.61,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-05-03
EXC0000768,Position Reconciliation Break,Positions,SimCorp,EMEA,Corporate Bond,1,16,92289.38,2.28,0,0,5,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-05-09
EXC0000769,Stale Price,Pricing,Refinitiv,EMEA,Corporate Bond,1,0,1898.23,5.01,0,0,73,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-22
EXC0000770,Trade Match Break,Trades,Murex,EMEA,Corporate Bond,0,8,70709.62,-1.91,0,0,18,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-11
EXC0000771,Missing Client Mapping,Client Data,Murex,EMEA,Derivative,1,19,1343.45,-1.99,0,0,13,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Escalated,2026-05-05
EXC0000772,Price Outlier,Pricing,Refinitiv,EMEA,Government Bond,1,18,396.68,19.68,0,0,13,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-12
EXC0000773,Missing Client Mapping,Client Data,Bloomberg,APAC,ETF,2,15,1481.04,-3.23,0,0,13,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-03-31
EXC0000774,Price Outlier,Pricing,Murex,EMEA,Equity,0,15,6745.57,27.03,0,0,2,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-04-16
EXC0000775,Missing Client Mapping,Client Data,Murex,APAC,Equity,3,19,2850.01,3.83,0,0,1,High,Missing Client Mapping pattern detected from source controls,Client Data Ops,24,Open,2026-04-02
EXC0000776,Stale Price,Pricing,Custodian,APAC,Derivative,0,3,1923.13,2.79,0,0,27,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-30
EXC0000777,Unknown / Needs SME Review,Reference Data,IBOR,APAC,Equity,0,10,3310.97,3.46,0,0,5,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-27
EXC0000778,Stale Price,Pricing,Refinitiv,EMEA,ETF,0,7,1610.8,4.68,0,0,37,Low,Stale Price pattern detected from source controls,Pricing Control,72,Suppressed,2026-03-21
EXC0000779,Unknown / Needs SME Review,Reference Data,IBOR,EMEA,Equity,0,21,1851.18,-0.04,0,0,15,High,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,24,Resolved,2026-05-16
EXC0000780,Price Outlier,Pricing,Custodian,EMEA,Government Bond,1,16,1280.52,26.5,0,0,0,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-03
EXC0000781,Invalid Currency,Reference Data,SimCorp,APAC,Derivative,1,16,2649.18,2.36,0,1,7,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-05
EXC0000782,Price Outlier,Pricing,Aladdin,APAC,Government Bond,1,2,1177.43,13.61,0,0,2,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-04
EXC0000783,Missing Reference Data,Reference Data,Aladdin,APAC,Corporate Bond,1,16,1404.98,-0.82,0,0,12,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-15
EXC0000784,Missing Reference Data,Reference Data,ABOR,APAC,Equity,4,18,3652.54,0.18,0,0,19,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-16
EXC0000785,Stale Price,Pricing,ABOR,EMEA,Corporate Bond,1,9,1547.74,2.45,0,0,63,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-24
EXC0000786,Trade Match Break,Trades,Custodian,Americas,Derivative,1,18,73255.15,3.78,0,0,11,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Escalated,2026-04-15
EXC0000787,Duplicate Record,Trades,Custodian,EMEA,Government Bond,0,8,30316.0,-1.68,1,0,11,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-03-27
EXC0000788,Position Reconciliation Break,Positions,Murex,APAC,Government Bond,0,14,69051.95,1.03,0,0,5,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Escalated,2026-05-17
EXC0000789,Duplicate Record,Trades,Murex,EMEA,ETF,1,4,159288.53,1.36,1,0,7,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-03-28
EXC0000790,Missing Reference Data,Reference Data,IBOR,EMEA,Government Bond,4,11,629.04,-1.98,0,0,6,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-05-15
EXC0000791,Invalid Currency,Reference Data,Custodian,EMEA,Government Bond,1,1,752.11,2.62,0,1,17,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Open,2026-04-08
EXC0000792,Missing Client Mapping,Client Data,Refinitiv,EMEA,Equity,2,2,2943.29,1.23,0,0,7,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Open,2026-04-29
EXC0000793,Price Outlier,Pricing,Custodian,Americas,Government Bond,0,19,2900.08,19.43,0,0,4,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-05-09
EXC0000794,Missing Client Mapping,Client Data,IBOR,Americas,Corporate Bond,1,15,819.03,0.29,0,0,10,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Suppressed,2026-05-19
EXC0000795,Price Outlier,Pricing,Murex,Americas,Corporate Bond,1,12,2482.76,11.11,0,0,15,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-04
EXC0000796,Trade Match Break,Trades,IBOR,Americas,Corporate Bond,1,8,60324.7,3.94,0,0,7,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-19
EXC0000797,Missing Client Mapping,Client Data,IBOR,Americas,Equity,3,12,3821.54,2.35,0,0,0,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-05-10
EXC0000798,Invalid Currency,Reference Data,Aladdin,APAC,Government Bond,1,15,10222.97,6.27,0,1,8,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-26
EXC0000799,Position Reconciliation Break,Positions,Bloomberg,Americas,Equity,1,7,72541.68,4.29,0,0,16,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-04
EXC0000800,Trade Match Break,Trades,Bloomberg,Americas,Government Bond,1,7,45576.86,2.88,0,0,17,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-23
EXC0000801,Position Reconciliation Break,Positions,ABOR,EMEA,Derivative,0,16,4740.29,-0.26,0,0,15,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-03
EXC0000802,Position Reconciliation Break,Positions,Bloomberg,APAC,Derivative,1,11,9676.41,4.33,0,0,10,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-18
EXC0000803,Unknown / Needs SME Review,Reference Data,Bloomberg,APAC,Derivative,0,8,10690.53,-0.42,0,0,19,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-29
EXC0000804,Delayed Source Load,Source Control,IBOR,Americas,Equity,0,9,677.82,3.37,0,0,44,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-27
EXC0000805,Missing Reference Data,Reference Data,Custodian,EMEA,Derivative,4,17,2567.82,-4.61,0,0,2,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Open,2026-05-03
EXC0000806,Trade Match Break,Trades,Refinitiv,EMEA,Derivative,1,11,1973.29,0.27,0,0,14,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-17
EXC0000807,Duplicate Record,Trades,SimCorp,APAC,Corporate Bond,0,1,16997.63,-1.99,1,0,16,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Open,2026-05-05
EXC0000808,Invalid Currency,Reference Data,Murex,Americas,Corporate Bond,1,18,1234.87,0.78,0,1,4,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Escalated,2026-05-06
EXC0000809,Stale Price,Pricing,Murex,EMEA,Equity,0,5,5374.59,-2.35,0,0,70,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-05-16
EXC0000810,Delayed Source Load,Source Control,Aladdin,APAC,Derivative,1,1,2844.55,1.57,0,0,25,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-07
EXC0000811,Duplicate Record,Trades,Murex,APAC,Government Bond,0,6,7242.8,2.67,1,0,4,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-29
EXC0000812,Missing Reference Data,Reference Data,ABOR,Americas,Corporate Bond,2,2,7228.3,-0.13,0,0,0,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-01
EXC0000813,Missing Reference Data,Reference Data,ABOR,APAC,Equity,2,0,1644.28,0.7,0,0,4,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Escalated,2026-05-14
EXC0000814,Invalid Currency,Reference Data,Refinitiv,APAC,Government Bond,1,15,3254.85,2.05,0,1,13,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-05-06
EXC0000815,Missing Client Mapping,Client Data,Refinitiv,APAC,Derivative,3,14,618.74,1.38,0,0,14,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-16
EXC0000816,Trade Match Break,Trades,Custodian,EMEA,Corporate Bond,1,6,135554.86,4.87,0,0,17,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-03-29
EXC0000817,Stale Price,Pricing,IBOR,APAC,ETF,1,15,3190.08,-0.21,0,0,74,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Suppressed,2026-05-08
EXC0000818,Stale Price,Pricing,Murex,EMEA,Corporate Bond,0,0,2313.34,2.84,0,0,85,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-05-01
EXC0000819,Trade Match Break,Trades,Bloomberg,Americas,Derivative,1,9,20904.22,2.15,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-03
EXC0000820,Duplicate Record,Trades,Murex,EMEA,ETF,0,12,259975.34,-2.47,1,0,7,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-05-18
EXC0000821,Stale Price,Pricing,Refinitiv,EMEA,Derivative,1,17,3104.39,1.72,0,0,36,High,Stale Price pattern detected from source controls,Pricing Control,24,Escalated,2026-04-21
