exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at,sla_status,recurrence_count,is_high_value_break,predicted_exception_type,confidence_score,owner_recommendation,root_cause_hint,recommended_action,sme_review_flag,priority_score,explainability_summary,anomaly_score,anomaly_flag,reason_code,severity_recommendation
EXC0000733,Performance Return Outlier,Positions,SimCorp,Americas,Corporate Bond,1,21,28579.01,2.09,0,0,11,Critical,Performance Return Outlier pattern detected from source controls,Reconciliation,8,Resolved,2026-04-19,Breached,4,0,Position Reconciliation Break,0.563,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",True,66.8,"Position Reconciliation Break in Positions from SimCorp is ranked Critical because the item is 21 days old, has a break amount of 28579.01, and carries confidence 0.563.",0.2322,False,Aging unresolved item,Critical
EXC0000734,Missing Client Mapping,Client Data,IBOR,Americas,Corporate Bond,2,14,544.24,-0.84,0,0,9,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Open,2026-04-14,Breached,15,0,Missing Client Mapping,0.981,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,34.6,"Missing Client Mapping in Client Data from IBOR is ranked Low because the item is 14 days old, has a break amount of 544.24, and carries confidence 0.981.",0.0481,False,Aging unresolved item,Low
EXC0000735,Trade Match Break,Trades,Aladdin,APAC,Government Bond,0,13,18426.17,3.18,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-25,Breached,27,0,Trade Match Break,0.9,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,54.8,"Trade Match Break in Trades from Aladdin is ranked High because the item is 13 days old, has a break amount of 18426.17, and carries confidence 0.9.",0.0828,False,Aging unresolved item,High
EXC0000736,Duplicate Record,Trades,Aladdin,Americas,Equity,1,11,23423.79,2.24,1,0,9,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-27,Breached,15,0,Duplicate Record,0.89,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,54.8,"Duplicate Record in Trades from Aladdin is ranked High because the item is 11 days old, has a break amount of 23423.79, and carries confidence 0.89.",0.0696,False,Multi-factor isolation signal,High
EXC0000737,Trade Match Break,Trades,IBOR,APAC,Equity,0,7,3888.29,-0.39,0,0,3,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-05-08,Breached,21,0,Trade Match Break,0.758,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,46.1,"Trade Match Break in Trades from IBOR is ranked Medium because the item is 7 days old, has a break amount of 3888.29, and carries confidence 0.758.",0.0759,False,Multi-factor isolation signal,Medium
EXC0000738,Price Outlier,Pricing,Refinitiv,APAC,Government Bond,1,12,3218.08,10.51,0,0,7,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-03-29,Breached,13,0,Price Outlier,0.97,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,43.6,"Price Outlier in Pricing from Refinitiv is ranked Medium because the item is 12 days old, has a break amount of 3218.08, and carries confidence 0.97.",0.1974,False,Multi-factor isolation signal,Medium
EXC0000739,Unknown / Needs SME Review,Reference Data,Murex,Americas,Corporate Bond,1,12,647.75,2.02,0,0,1,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-31,Breached,14,0,Unknown / Needs SME Review,0.547,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,38.9,"Unknown / Needs SME Review in Reference Data from Murex is ranked Low because the item is 12 days old, has a break amount of 647.75, and carries confidence 0.547.",0.0606,False,Multi-factor isolation signal,Low
EXC0000740,Position Reconciliation Break,Positions,Refinitiv,Americas,Government Bond,1,2,22233.22,-2.06,0,0,5,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-04-24,Within SLA,17,0,Position Reconciliation Break,0.824,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,26.7,"Position Reconciliation Break in Positions from Refinitiv is ranked Medium because the item is 2 days old, has a break amount of 22233.22, and carries confidence 0.824.",0.2115,False,Multi-factor isolation signal,Medium
EXC0000741,Duplicate Record,Trades,Refinitiv,EMEA,Equity,1,20,12584.77,3.86,1,0,9,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-13,Breached,12,0,Duplicate Record,0.921,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,53.5,"Duplicate Record in Trades from Refinitiv is ranked High because the item is 20 days old, has a break amount of 12584.77, and carries confidence 0.921.",0.1652,False,Aging unresolved item,High
EXC0000742,Trade Match Break,Trades,Aladdin,EMEA,Corporate Bond,0,19,64195.07,-0.18,0,0,1,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Open,2026-03-23,Breached,27,1,Trade Match Break,0.9,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,67.2,"Trade Match Break in Trades from Aladdin is ranked Critical because the item is 19 days old, has a break amount of 64195.07, and carries confidence 0.9.",0.3482,False,Aging unresolved item,Critical
EXC0000743,Position Reconciliation Break,Positions,Aladdin,APAC,Corporate Bond,0,14,21091.6,0.48,0,0,9,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-04-12,Breached,20,0,Position Reconciliation Break,0.778,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,56.0,"Position Reconciliation Break in Positions from Aladdin is ranked High because the item is 14 days old, has a break amount of 21091.6, and carries confidence 0.778.",0.0583,False,Aging unresolved item,High
EXC0000744,Price Outlier,Pricing,ABOR,EMEA,Equity,1,14,4664.92,25.98,0,0,4,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-04-19,Breached,19,0,Price Outlier,0.943,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,53.0,"Price Outlier in Pricing from ABOR is ranked High because the item is 14 days old, has a break amount of 4664.92, and carries confidence 0.943.",0.4867,True,Large price/return move,High
EXC0000745,Trade Match Break,Trades,SimCorp,APAC,Government Bond,0,3,48086.31,3.66,0,0,18,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-08,Breached,25,0,Trade Match Break,0.839,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,57.7,"Trade Match Break in Trades from SimCorp is ranked High because the item is 3 days old, has a break amount of 48086.31, and carries confidence 0.839.",0.226,False,Multi-factor isolation signal,High
EXC0000746,Duplicate Record,Trades,Aladdin,APAC,Equity,1,13,17201.63,1.36,1,0,2,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-01,Breached,15,0,Duplicate Record,0.935,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,53.9,"Duplicate Record in Trades from Aladdin is ranked High because the item is 13 days old, has a break amount of 17201.63, and carries confidence 0.935.",0.081,False,Aging unresolved item,High
EXC0000747,Delayed Source Load,Source Control,IBOR,Americas,Derivative,1,21,2994.77,3.05,0,0,43,High,Delayed Source Load pattern detected from source controls,Source Systems,24,Resolved,2026-03-29,Breached,15,0,Delayed Source Load,0.949,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,52.6,"Delayed Source Load in Source Control from IBOR is ranked High because the item is 21 days old, has a break amount of 2994.77, and carries confidence 0.949.",0.4161,False,Aging unresolved item,High
EXC0000748,Missing Client Mapping,Client Data,Murex,EMEA,Equity,2,2,703.28,-2.43,0,0,3,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Open,2026-05-09,Within SLA,12,0,Missing Client Mapping,0.929,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,15.0,"Missing Client Mapping in Client Data from Murex is ranked Low because the item is 2 days old, has a break amount of 703.28, and carries confidence 0.929.",0.1976,False,Multi-factor isolation signal,Low
EXC0000749,Missing Reference Data,Reference Data,Bloomberg,APAC,Equity,4,19,5107.6,-1.26,0,0,8,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Open,2026-04-09,Breached,18,0,Missing Reference Data,0.858,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,53.8,"Missing Reference Data in Reference Data from Bloomberg is ranked High because the item is 19 days old, has a break amount of 5107.6, and carries confidence 0.858.",0.1601,False,Aging unresolved item,High
EXC0000750,Position Reconciliation Break,Positions,Refinitiv,APAC,Government Bond,0,7,34514.01,1.58,0,0,9,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-03-27,Breached,17,0,Position Reconciliation Break,0.835,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,56.3,"Position Reconciliation Break in Positions from Refinitiv is ranked High because the item is 7 days old, has a break amount of 34514.01, and carries confidence 0.835.",0.1205,False,Multi-factor isolation signal,High
EXC0000751,Trade Match Break,Trades,IBOR,APAC,Equity,1,4,16786.64,-0.31,0,0,9,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-05-12,Breached,21,0,Trade Match Break,0.885,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,45.8,"Trade Match Break in Trades from IBOR is ranked Medium because the item is 4 days old, has a break amount of 16786.64, and carries confidence 0.885.",0.1165,False,Multi-factor isolation signal,Medium
EXC0000752,Duplicate Record,Trades,Aladdin,Americas,ETF,1,19,97408.94,0.99,1,0,9,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-03-22,Breached,15,1,Duplicate Record,0.909,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,69.3,"Duplicate Record in Trades from Aladdin is ranked Critical because the item is 19 days old, has a break amount of 97408.94, and carries confidence 0.909.",0.3264,False,High-value reconciliation break,Critical
EXC0000753,Delayed Source Load,Source Control,SimCorp,Americas,Corporate Bond,0,14,201.93,3.36,0,0,76,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-27,Breached,11,0,Delayed Source Load,0.894,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,35.3,"Delayed Source Load in Source Control from SimCorp is ranked Low because the item is 14 days old, has a break amount of 201.93, and carries confidence 0.894.",0.4146,False,Late source refresh,Low
EXC0000754,Missing Client Mapping,Client Data,ABOR,EMEA,Equity,3,17,1291.46,-0.51,0,0,5,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-03-27,Breached,18,0,Missing Client Mapping,0.937,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,44.0,"Missing Client Mapping in Client Data from ABOR is ranked Medium because the item is 17 days old, has a break amount of 1291.46, and carries confidence 0.937.",0.0959,False,Aging unresolved item,Medium
EXC0000755,Trade Match Break,Trades,ABOR,Americas,ETF,0,19,10499.6,-0.34,0,0,17,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-18,Breached,28,0,Trade Match Break,0.926,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,53.9,"Trade Match Break in Trades from ABOR is ranked High because the item is 19 days old, has a break amount of 10499.6, and carries confidence 0.926.",0.1265,False,Aging unresolved item,High
EXC0000756,Missing Client Mapping,Client Data,SimCorp,APAC,Equity,1,0,790.27,1.77,0,0,12,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Escalated,2026-04-21,Within SLA,15,0,Missing Client Mapping,0.893,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,15.5,"Missing Client Mapping in Client Data from SimCorp is ranked Low because the item is 0 days old, has a break amount of 790.27, and carries confidence 0.893.",0.206,False,Multi-factor isolation signal,Low
EXC0000757,Missing Reference Data,Reference Data,IBOR,APAC,ETF,3,4,1093.82,-3.82,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-08,Breached,25,0,Missing Reference Data,0.804,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,36.8,"Missing Reference Data in Reference Data from IBOR is ranked Low because the item is 4 days old, has a break amount of 1093.82, and carries confidence 0.804.",0.2291,False,Multi-factor isolation signal,Low
EXC0000758,Stale Price,Pricing,Murex,EMEA,ETF,1,5,1196.11,4.02,0,0,80,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-02,Breached,15,0,Stale Price,0.935,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.1,"Stale Price in Pricing from Murex is ranked Low because the item is 5 days old, has a break amount of 1196.11, and carries confidence 0.935.",0.4081,False,Late source refresh,Low
EXC0000759,Price Outlier,Pricing,SimCorp,Americas,Corporate Bond,0,20,2776.24,9.87,0,0,15,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-03-24,Breached,12,0,Price Outlier,0.942,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,52.5,"Price Outlier in Pricing from SimCorp is ranked High because the item is 20 days old, has a break amount of 2776.24, and carries confidence 0.942.",0.2767,False,Aging unresolved item,High
EXC0000760,Trade Match Break,Trades,SimCorp,EMEA,ETF,0,11,65381.84,1.73,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-24,Breached,25,1,Trade Match Break,0.907,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,58.4,"Trade Match Break in Trades from SimCorp is ranked High because the item is 11 days old, has a break amount of 65381.84, and carries confidence 0.907.",0.1566,False,High-value reconciliation break,High
EXC0000761,Position Reconciliation Break,Positions,Murex,Americas,Equity,0,3,333691.65,0.15,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-04,Breached,23,1,Position Reconciliation Break,0.864,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,73.5,"Position Reconciliation Break in Positions from Murex is ranked High because the item is 3 days old, has a break amount of 333691.65, and carries confidence 0.864.",0.79,True,High-value reconciliation break,Critical
EXC0000762,Trade Match Break,Trades,Murex,EMEA,Derivative,0,15,53697.9,3.22,0,0,8,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-10,Breached,20,1,Trade Match Break,0.922,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,65.9,"Trade Match Break in Trades from Murex is ranked Critical because the item is 15 days old, has a break amount of 53697.9, and carries confidence 0.922.",0.1283,False,Aging unresolved item,Critical
EXC0000763,Duplicate Record,Trades,Custodian,APAC,Derivative,1,7,36300.62,1.1,1,0,17,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-03,Breached,22,0,Duplicate Record,0.93,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,55.7,"Duplicate Record in Trades from Custodian is ranked High because the item is 7 days old, has a break amount of 36300.62, and carries confidence 0.93.",0.1377,False,Multi-factor isolation signal,High
EXC0000764,Stale Price,Pricing,Refinitiv,APAC,Equity,1,12,6986.24,4.57,0,0,73,High,Stale Price pattern detected from source controls,Pricing Control,24,Resolved,2026-03-23,Breached,21,0,Stale Price,0.923,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,53.4,"Stale Price in Pricing from Refinitiv is ranked High because the item is 12 days old, has a break amount of 6986.24, and carries confidence 0.923.",0.4873,True,Late source refresh,High
EXC0000765,Position Reconciliation Break,Positions,SimCorp,APAC,Government Bond,1,20,32984.95,-2.78,0,0,19,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-03-23,Breached,16,0,Position Reconciliation Break,0.768,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,65.6,"Position Reconciliation Break in Positions from SimCorp is ranked Critical because the item is 20 days old, has a break amount of 32984.95, and carries confidence 0.768.",0.3396,False,Aging unresolved item,Critical
EXC0000766,Price Outlier,Pricing,Aladdin,Americas,Government Bond,1,5,3172.81,6.32,0,0,15,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Open,2026-04-12,Breached,17,0,Price Outlier,0.841,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,45.0,"Price Outlier in Pricing from Aladdin is ranked Medium because the item is 5 days old, has a break amount of 3172.81, and carries confidence 0.841.",0.1311,False,Multi-factor isolation signal,Medium
EXC0000767,Trade Match Break,Trades,Custodian,EMEA,ETF,0,20,15032.43,1.61,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-05-03,Breached,24,0,Trade Match Break,0.898,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,54.4,"Trade Match Break in Trades from Custodian is ranked High because the item is 20 days old, has a break amount of 15032.43, and carries confidence 0.898.",0.1738,False,Aging unresolved item,High
EXC0000768,Position Reconciliation Break,Positions,SimCorp,EMEA,Corporate Bond,1,16,92289.38,2.28,0,0,5,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-05-09,Breached,16,1,Position Reconciliation Break,0.887,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,69.2,"Position Reconciliation Break in Positions from SimCorp is ranked Critical because the item is 16 days old, has a break amount of 92289.38, and carries confidence 0.887.",0.2479,False,High-value reconciliation break,Critical
EXC0000769,Stale Price,Pricing,Refinitiv,EMEA,Corporate Bond,1,0,1898.23,5.01,0,0,73,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-22,Within SLA,21,0,Stale Price,0.906,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.7,"Stale Price in Pricing from Refinitiv is ranked Low because the item is 0 days old, has a break amount of 1898.23, and carries confidence 0.906.",0.5329,True,Late source refresh,Low
EXC0000770,Trade Match Break,Trades,Murex,EMEA,Corporate Bond,0,8,70709.62,-1.91,0,0,18,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-11,Breached,20,1,Trade Match Break,0.916,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,58.5,"Trade Match Break in Trades from Murex is ranked High because the item is 8 days old, has a break amount of 70709.62, and carries confidence 0.916.",0.322,False,High-value reconciliation break,High
EXC0000771,Missing Client Mapping,Client Data,Murex,EMEA,Derivative,1,19,1343.45,-1.99,0,0,13,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Escalated,2026-05-05,Breached,12,0,Missing Client Mapping,0.879,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,44.3,"Missing Client Mapping in Client Data from Murex is ranked Medium because the item is 19 days old, has a break amount of 1343.45, and carries confidence 0.879.",0.1824,False,Aging unresolved item,Medium
EXC0000772,Price Outlier,Pricing,Refinitiv,EMEA,Government Bond,1,18,396.68,19.68,0,0,13,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-12,Breached,13,0,Price Outlier,0.941,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,34.9,"Price Outlier in Pricing from Refinitiv is ranked Low because the item is 18 days old, has a break amount of 396.68, and carries confidence 0.941.",0.4061,False,Large price/return move,Low
EXC0000773,Missing Client Mapping,Client Data,Bloomberg,APAC,ETF,2,15,1481.04,-3.23,0,0,13,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-03-31,Breached,18,0,Missing Client Mapping,0.973,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,43.6,"Missing Client Mapping in Client Data from Bloomberg is ranked Medium because the item is 15 days old, has a break amount of 1481.04, and carries confidence 0.973.",0.1384,False,Aging unresolved item,Medium
EXC0000774,Price Outlier,Pricing,Murex,EMEA,Equity,0,15,6745.57,27.03,0,0,2,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-04-16,Breached,17,0,Price Outlier,0.936,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,53.1,"Price Outlier in Pricing from Murex is ranked High because the item is 15 days old, has a break amount of 6745.57, and carries confidence 0.936.",0.5414,True,Large price/return move,High
EXC0000775,Missing Client Mapping,Client Data,Murex,APAC,Equity,3,19,2850.01,3.83,0,0,1,High,Missing Client Mapping pattern detected from source controls,Client Data Ops,24,Open,2026-04-02,Breached,12,0,Missing Client Mapping,0.922,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,52.7,"Missing Client Mapping in Client Data from Murex is ranked High because the item is 19 days old, has a break amount of 2850.01, and carries confidence 0.922.",0.1724,False,Aging unresolved item,High
EXC0000776,Stale Price,Pricing,Custodian,APAC,Derivative,0,3,1923.13,2.79,0,0,27,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-30,Within SLA,21,0,Stale Price,0.954,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.2,"Stale Price in Pricing from Custodian is ranked Low because the item is 3 days old, has a break amount of 1923.13, and carries confidence 0.954.",0.1875,False,Multi-factor isolation signal,Low
EXC0000777,Unknown / Needs SME Review,Reference Data,IBOR,APAC,Equity,0,10,3310.97,3.46,0,0,5,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-27,Breached,12,0,Unknown / Needs SME Review,0.76,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,45.6,"Unknown / Needs SME Review in Reference Data from IBOR is ranked Medium because the item is 10 days old, has a break amount of 3310.97, and carries confidence 0.76.",0.0571,False,Multi-factor isolation signal,Medium
EXC0000778,Stale Price,Pricing,Refinitiv,EMEA,ETF,0,7,1610.8,4.68,0,0,37,Low,Stale Price pattern detected from source controls,Pricing Control,72,Suppressed,2026-03-21,Breached,21,0,Stale Price,0.923,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.5,"Stale Price in Pricing from Refinitiv is ranked Low because the item is 7 days old, has a break amount of 1610.8, and carries confidence 0.923.",0.2324,False,Multi-factor isolation signal,Low
EXC0000779,Unknown / Needs SME Review,Reference Data,IBOR,EMEA,Equity,0,21,1851.18,-0.04,0,0,15,High,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,24,Resolved,2026-05-16,Breached,12,0,Unknown / Needs SME Review,0.766,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,54.2,"Unknown / Needs SME Review in Reference Data from IBOR is ranked High because the item is 21 days old, has a break amount of 1851.18, and carries confidence 0.766.",0.1815,False,Aging unresolved item,High
EXC0000780,Price Outlier,Pricing,Custodian,EMEA,Government Bond,1,16,1280.52,26.5,0,0,0,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-03,Breached,14,0,Price Outlier,0.964,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,43.5,"Price Outlier in Pricing from Custodian is ranked Medium because the item is 16 days old, has a break amount of 1280.52, and carries confidence 0.964.",0.5539,True,Large price/return move,High
EXC0000781,Invalid Currency,Reference Data,SimCorp,APAC,Derivative,1,16,2649.18,2.36,0,1,7,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-05,Breached,20,0,Invalid Currency,0.887,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,44.6,"Invalid Currency in Reference Data from SimCorp is ranked Medium because the item is 16 days old, has a break amount of 2649.18, and carries confidence 0.887.",0.0407,False,Aging unresolved item,Medium
EXC0000782,Price Outlier,Pricing,Aladdin,APAC,Government Bond,1,2,1177.43,13.61,0,0,2,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-04,Within SLA,17,0,Price Outlier,0.947,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.1,"Price Outlier in Pricing from Aladdin is ranked Low because the item is 2 days old, has a break amount of 1177.43, and carries confidence 0.947.",0.3351,False,Large price/return move,Low
EXC0000783,Missing Reference Data,Reference Data,Aladdin,APAC,Corporate Bond,1,16,1404.98,-0.82,0,0,12,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-15,Breached,22,0,Unknown / Needs SME Review,0.488,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,48.6,"Unknown / Needs SME Review in Reference Data from Aladdin is ranked Medium because the item is 16 days old, has a break amount of 1404.98, and carries confidence 0.488.",0.0461,False,Aging unresolved item,Medium
EXC0000784,Missing Reference Data,Reference Data,ABOR,APAC,Equity,4,18,3652.54,0.18,0,0,19,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-16,Breached,25,0,Missing Reference Data,0.893,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,53.6,"Missing Reference Data in Reference Data from ABOR is ranked High because the item is 18 days old, has a break amount of 3652.54, and carries confidence 0.893.",0.1053,False,Aging unresolved item,High
EXC0000785,Stale Price,Pricing,ABOR,EMEA,Corporate Bond,1,9,1547.74,2.45,0,0,63,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-24,Breached,23,0,Stale Price,0.922,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.6,"Stale Price in Pricing from ABOR is ranked Low because the item is 9 days old, has a break amount of 1547.74, and carries confidence 0.922.",0.2894,False,Late source refresh,Low
EXC0000786,Trade Match Break,Trades,Custodian,Americas,Derivative,1,18,73255.15,3.78,0,0,11,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Escalated,2026-04-15,Breached,24,1,Trade Match Break,0.893,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,67.9,"Trade Match Break in Trades from Custodian is ranked Critical because the item is 18 days old, has a break amount of 73255.15, and carries confidence 0.893.",0.263,False,High-value reconciliation break,Critical
